"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
46.4630074453199,46.7695205497136,46.6426383811624,46.8390676934879,47.6903547788953,47.8372764258913,47.9457351797901,48.0386647418228,48.0664773484986,48.565405076972,48.7285568927297,49.0043575268631,49.532180067353,49.8344079711723,50.2861168348616,49.8500472404219,50.0239757936886,50.5094847567027,50.7761455530781,51.1022058890021,51.4465597718126,51.4041374551728,51.7754853016315,51.8496526595577,52.8359055947576,52.7123854799503,53.050994514967,52.9738885139706,53.218302807413,53.4388535405532
46.487479849555,46.7939929539487,46.6671107853975,46.863540097723,47.7148271831304,47.8617488301264,47.9702075840252,48.0631371460579,48.0909497527337,48.5898774812071,48.7530292969648,49.0288299310982,49.5566524715882,49.8588803754074,50.3105892390967,49.874519644657,50.0484481979237,50.5339571609378,50.8006179573132,51.1266782932372,51.4710321760477,51.4286098594079,51.7999577058666,51.8741250637928,52.8603779989927,52.7368578841854,53.0754669192021,52.9983609182057,53.2427752116481,53.4633259447883
5.89026796357381,6.19678106796752,6.06989889941632,6.26632821174181,7.11761529714925,7.26453694414526,7.37299569804399,7.46592526007677,7.49373786675251,7.99266559522595,8.15581741098366,8.43161804511703,8.95944058560698,9.2616684894262,9.71337735311553,9.27730775867582,9.45123631194249,9.93674527495662,10.203406071332,10.529466407256,10.8738202900665,10.8313979734267,11.2027458198854,11.2769131778117,12.2631661130115,12.1396459982042,12.4782550332209,12.4011490322245,12.645563325667,12.8661140588071
17.5008868098195,17.8073999142132,17.680517745662,17.8769470579875,18.7282341433949,18.8751557903909,18.9836145442896,19.0765441063224,19.1043567129982,19.6032844414716,19.7664362572293,20.0422368913627,20.5700594318526,20.8722873356718,21.3239961993612,20.8879266049215,21.0618551581881,21.5473641212023,21.8140249175776,22.1400852535016,22.4844391363122,22.4420168196723,22.8133646661311,22.8875320240573,23.8737849592572,23.7502648444499,24.0888738794666,24.0117678784702,24.2561821719126,24.4767329050528
36.6385803906837,36.9450934950774,36.8182113265262,37.0146406388516,37.8659277242591,38.0128493712551,38.1213081251538,38.2142376871866,38.2420502938624,38.7409780223358,38.9041298380935,39.1799304722269,39.7077530127168,40.009980916536,40.4616897802254,40.0256201857857,40.1995487390523,40.6850577020665,40.9517184984418,41.2777788343658,41.6221327171764,41.5797104005365,41.9510582469952,42.0252256049215,43.0114785401214,42.8879584253141,43.2265674603308,43.1494614593343,43.3938757527768,43.614426485917
32.3121421971015,32.6186553014952,32.491773132944,32.6882024452695,33.5394895306769,33.6864111776729,33.7948699315717,33.8877994936044,33.9156121002802,34.4145398287536,34.5776916445113,34.8534922786447,35.3813148191347,35.6835427229539,36.1352515866432,35.6991819922035,35.8731105454702,36.3586195084843,36.6252803048597,36.9513406407837,37.2956945235942,37.2532722069544,37.6246200534131,37.6987874113393,38.6850403465392,38.5615202317319,38.9001292667486,38.8230232657522,39.0674375591946,39.2879882923348
20.498017854596,20.8045309589897,20.6776487904385,20.874078102764,21.7253651881715,21.8722868351675,21.9807455890662,22.073675151099,22.1014877577747,22.6004154862482,22.7635673020059,23.0393679361392,23.5671904766292,23.8694183804484,24.3211272441377,23.885057649698,24.0589862029647,24.5444951659788,24.8111559623542,25.1372162982782,25.4815701810887,25.4391478644489,25.8104957109076,25.8846630688339,26.8709160040337,26.7473958892264,27.0860049242431,27.0088989232467,27.2533132166892,27.4738639498293
28.2860894639647,28.5926025683584,28.4657203998072,28.6621497121327,29.5134367975401,29.6603584445361,29.7688171984349,29.8617467604676,29.8895593671434,30.3884870956168,30.5516389113745,30.8274395455079,31.3552620859979,31.6574899898171,32.1091988535064,31.6731292590667,31.8470578123334,32.3325667753475,32.5992275717229,32.9252879076469,33.2696417904574,33.2272194738176,33.5985673202763,33.6727346782025,34.6589876134024,34.5354674985951,34.8740765336118,34.7969705326154,35.0413848260578,35.261935559198
9.0941640228401,9.40067712723381,9.27379495868261,9.4702242710081,10.3215113564155,10.4684330034115,10.5768917573103,10.6698213193431,10.6976339260188,11.1965616544922,11.3597134702499,11.6355141043833,12.1633366448733,12.4655645486925,12.9172734123818,12.4812038179421,12.6551323712088,13.1406413342229,13.4073021305983,13.7333624665223,14.0777163493328,14.035294032693,14.4066418791517,14.480809237078,15.4670621722778,15.3435420574705,15.6821510924872,15.6050450914908,15.8494593849332,16.0700101180734
30.7364563626053,31.0429694669991,30.9160872984479,31.1125166107733,31.9638036961808,32.1107253431768,32.2191840970755,32.3121136591083,32.3399262657841,32.8388539942575,33.0020058100152,33.2778064441486,33.8056289846385,34.1078568884577,34.5595657521471,34.1234961577074,34.297424710974,34.7829336739882,35.0495944703635,35.3756548062875,35.7200086890981,35.6775863724582,36.0489342189169,36.1231015768432,37.1093545120431,36.9858343972358,37.3244434322525,37.247337431256,37.4917517246985,37.7123024578387
39.4447280620826,39.7512411664763,39.6243589979251,39.8207883102506,40.6720753956581,40.8189970426541,40.9274557965528,41.0203853585856,41.0481979652613,41.5471256937348,41.7102775094925,41.9860781436259,42.5139006841158,42.816128587935,43.2678374516244,42.8317678571846,43.0056964104513,43.4912053734654,43.7578661698408,44.0839265057648,44.4282803885753,44.3858580719355,44.7572059183942,44.8313732763205,45.8176262115204,45.6941060967131,46.0327151317298,45.9556091307333,46.2000234241758,46.420574157316
42.9804199393979,43.2869330437917,43.1600508752405,43.3564801875659,44.2077672729734,44.3546889199694,44.4631476738681,44.5560772359009,44.5838898425767,45.0828175710501,45.2459693868078,45.5217700209412,46.0495925614311,46.3518204652503,46.8035293289397,46.3674597345,46.5413882877666,47.0268972507808,47.2935580471561,47.6196183830801,47.9639722658907,47.9215499492508,48.2928977957095,48.3670651536358,49.3533180888357,49.2297979740284,49.5684070090451,49.4913010080486,49.7357153014911,49.9562660346313
35.7052229842654,36.0117360886591,35.884853920108,36.0812832324334,36.9325703178409,37.0794919648369,37.1879507187356,37.2808802807684,37.3086928874441,37.8076206159176,37.9707724316753,38.2465730658087,38.7743956062986,39.0766235101178,39.5283323738072,39.0922627793675,39.2661913326341,39.7517002956483,40.0183610920236,40.3444214279476,40.6887753107581,40.6463529941183,41.017700840577,41.0918681985033,42.0781211337032,41.9546010188959,42.2932100539126,42.2161040529161,42.4605183463586,42.6810690794988
39.1141351187266,39.4206482231203,39.2937660545691,39.4901953668946,40.341482452302,40.488404099298,40.5968628531968,40.6897924152296,40.7176050219053,41.2165327503787,41.3796845661364,41.6554852002698,42.1833077407598,42.485535644579,42.9372445082683,42.5011749138286,42.6751034670953,43.1606124301094,43.4272732264848,43.7533335624088,44.0976874452193,44.0552651285795,44.4266129750382,44.5007803329645,45.4870332681643,45.363513153357,45.7021221883737,45.6250161873773,45.8694304808197,46.0899812139599
14.3289776592473,14.635490763641,14.5086085950898,14.7050379074153,15.5563249928227,15.7032466398187,15.8117053937175,15.9046349557503,15.932447562426,16.4313752908994,16.5945271066571,16.8703277407905,17.3981502812805,17.7003781850997,18.152087048789,17.7160174543493,17.889946007616,18.3754549706301,18.6421157670055,18.9681761029295,19.31252998574,19.2701076691002,19.6414555155589,19.7156228734851,20.701875808685,20.5783556938777,20.9169647288944,20.839858727898,21.0842730213404,21.3048237544806
21.2142766730834,21.5207897774771,21.3939076089259,21.5903369212514,22.4416240066589,22.5885456536549,22.6970044075536,22.7899339695864,22.8177465762621,23.3166743047356,23.4798261204933,23.7556267546266,24.2834492951166,24.5856771989358,25.0373860626251,24.6013164681854,24.7752450214521,25.2607539844662,25.5274147808416,25.8534751167656,26.1978289995761,26.1554066829363,26.526754529395,26.6009218873213,27.5871748225211,27.4636547077138,27.8022637427305,27.7251577417341,27.9695720351766,28.1901227683167
20.2532258119612,20.5597389163549,20.4328567478037,20.6292860601291,21.4805731455366,21.6274947925326,21.7359535464313,21.8288831084641,21.8566957151399,22.3556234436133,22.518775259371,22.7945758935044,23.3223984339943,23.6246263378135,24.0763352015029,23.6402656070632,23.8141941603298,24.299703123344,24.5663639197193,24.8924242556433,25.2367781384539,25.194355821814,25.5657036682727,25.639871026199,26.6261239613989,26.5026038465916,26.8412128816083,26.7641068806118,27.0085211740543,27.2290719071945
17.3289441609199,17.6354572653136,17.5085750967624,17.7050044090879,18.5562914944953,18.7032131414914,18.8116718953901,18.9046014574229,18.9324140640986,19.431341792572,19.5944936083297,19.8702942424631,20.3981167829531,20.7003446867723,21.1520535504616,20.7159839560219,20.8899125092886,21.3754214723027,21.6420822686781,21.9681426046021,22.3124964874126,22.2700741707728,22.6414220172315,22.7155893751578,23.7018423103576,23.5783221955503,23.916931230567,23.8398252295706,24.084239523013,24.3047902561532
43.2177819383065,43.5242950427002,43.397412874149,43.5938421864745,44.445129271882,44.592050918878,44.7005096727767,44.7934392348095,44.8212518414852,45.3201795699587,45.4833313857164,45.7591320198497,46.2869545603397,46.5891824641589,47.0408913278482,46.6048217334085,46.7787502866752,47.2642592496893,47.5309200460647,47.8569803819887,48.2013342647992,48.1589119481594,48.5302597946181,48.6044271525444,49.5906800877443,49.4671599729369,49.8057690079536,49.7286630069572,49.9730773003997,50.1936280335399
1.66237498374195,1.96888808813565,1.84200591958445,2.03843523190994,2.88972231731739,3.03664396431339,3.14510271821212,3.23803228024491,3.26584488692065,3.76477261539409,3.92792443115179,4.20372506528516,4.73154760577511,5.03377550959433,5.48548437328366,5.04941477884395,5.22334333211063,5.70885229512476,5.97551309150013,6.30157342742413,6.64592731023465,6.60350499359482,6.97485284005354,7.0490201979798,8.03527313317968,7.91175301837237,8.25036205338906,8.17325605239263,8.41767034583508,8.63822107897527
21.5368750531239,21.8433881575176,21.7165059889664,21.9129353012919,22.7642223866993,22.9111440336953,23.0196027875941,23.1125323496268,23.1403449563026,23.639272684776,23.8024245005337,24.0782251346671,24.6060476751571,24.9082755789763,25.3599844426656,24.9239148482259,25.0978434014926,25.5833523645067,25.8500131608821,26.1760734968061,26.5204273796166,26.4780050629768,26.8493529094355,26.9235202673617,27.9097732025616,27.7862530877543,28.124862122771,28.0477561217746,28.292170415217,28.5127211483572
30.5619743748139,30.8684874792076,30.7416053106564,30.9380346229819,31.7893217083893,31.9362433553853,32.0447021092841,32.1376316713168,32.1654442779926,32.664372006466,32.8275238222237,33.1033244563571,33.6311469968471,33.9333749006663,34.3850837643556,33.9490141699159,34.1229427231826,34.6084516861967,34.8751124825721,35.2011728184961,35.5455267013066,35.5031043846668,35.8744522311255,35.9486195890517,36.9348725242516,36.8113524094443,37.149961444461,37.0728554434646,37.317269736907,37.5378204700472
41.0055620787816,41.3120751831753,41.1851930146241,41.3816223269496,42.2329094123571,42.3798310593531,42.4882898132518,42.5812193752846,42.6090319819603,43.1079597104338,43.2711115261915,43.5469121603248,44.0747347008148,44.376962604634,44.8286714683233,44.3926018738836,44.5665304271503,45.0520393901644,45.3187001865398,45.6447605224638,45.9891144052743,45.9466920886345,46.3180399350932,46.3922072930195,47.3784602282194,47.254940113412,47.5935491484287,47.5164431474323,47.7608574408748,47.9814081740149
11.7861814033485,12.0926945077422,11.965812339191,12.1622416515165,13.0135287369239,13.1604503839199,13.2689091378186,13.3618386998514,13.3896513065272,13.8885790350006,14.0517308507583,14.3275314848917,14.8553540253816,15.1575819292009,15.6092907928902,15.1732211984505,15.3471497517172,15.8326587147313,16.0993195111067,16.4253798470307,16.7697337298412,16.7273114132013,17.0986592596601,17.1728266175863,18.1590795527862,18.0355594379789,18.3741684729956,18.2970624719992,18.5414767654416,18.7620274985818
30.3610402717727,30.6675533761664,30.5406712076152,30.7371005199407,31.5883876053481,31.7353092523441,31.8437680062429,31.9366975682756,31.9645101749514,32.4634379034248,32.6265897191825,32.9023903533159,33.4302128938059,33.7324407976251,34.1841496613144,33.7480800668747,33.9220086201414,34.4075175831555,34.6741783795309,35.0002387154549,35.3445925982654,35.3021702816256,35.6735181280843,35.7476854860105,36.7339384212104,36.6104183064031,36.9490273414198,36.8719213404234,37.1163356338658,37.336886367006
46.6319260584683,46.938439162862,46.8115569943108,47.0079863066363,47.8592733920437,48.0061950390397,48.1146537929385,48.2075833549712,48.235395961647,48.7343236901204,48.8974755058781,49.1732761400115,49.7010986805015,50.0033265843207,50.45503544801,50.0189658535703,50.192894406837,50.6784033698511,50.9450641662265,51.2711245021505,51.615478384961,51.5730560683212,51.9444039147799,52.0185712727061,53.004824207906,52.8813040930987,53.2199131281154,53.142807127119,53.3872214205614,53.6077721537016
