Ensemble,SC,Lasso,MC,MDD
1.0069961459380923,1.507960178552494,1.2090022470273567,1.3503218566699524,2.2259050586575677
1.2643186586598738,1.6313549153427693,2.2249133355331496,2.0496926693114004,2.7609104084986846
1.043065864028057,1.2457403958597313,1.6403299362756334,1.9879561586404995,1.911816881163206
1.145285281305757,1.2536871229514606,1.6883947611134837,2.2788854196010955,3.0301022149047894
1.349445634189641,1.5608543748593664,2.02119712980504,2.228377204541992,3.2234857124840017
1.3114745668560144,1.5170116238502205,2.37685690451999,1.8132775823926455,3.144815941025716
